Current_question_number,Guidance_URLs,Edited_question_number
C-OG9.8a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-OG9.8a&otype=ORS&incchild=1&microsite=1&gettags=1,C-OG9.8a
C-OG9.8b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-OG9.8b&otype=ORS&incchild=1&microsite=1&gettags=1,C-OG9.8b
C-OG9.8c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-OG9.8c&otype=ORS&incchild=1&microsite=1&gettags=1,C-OG9.8c
C-RE9.9,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-RE9.9&otype=ORS&incchild=1&microsite=1&gettags=1,C-RE9.9
C-RE9.9a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-RE9.9a&otype=ORS&incchild=1&microsite=1&gettags=1,C-RE9.9a
C-CN9.10/C-RE9.10,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-CN9.10/C-RE9.10&otype=ORS&incchild=1&microsite=1&gettags=1,C-CN9.10_C-RE9.10
C-CN9.10a/C-RE9.10a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-CN9.10a/C-RE9.10a&otype=ORS&incchild=1&microsite=1&gettags=1,C-CN9.10a_C-RE9.10a
C-CN9.11/C-RE9.11,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-CN9.11/C-RE9.11&otype=ORS&incchild=1&microsite=1&gettags=1,C-CN9.11_C-RE9.11
C10.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.1&otype=ORS&incchild=1&microsite=1&gettags=1,C10.1
C10.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.1a&otype=ORS&incchild=1&microsite=1&gettags=1,C10.1a
C10.1b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.1b&otype=ORS&incchild=1&microsite=1&gettags=1,C10.1b
C10.1c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.1c&otype=ORS&incchild=1&microsite=1&gettags=1,C10.1c
C10.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.2&otype=ORS&incchild=1&microsite=1&gettags=1,C10.2
C10.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C10.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C10.2a
C11.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.1&otype=ORS&incchild=1&microsite=1&gettags=1,C11.1
C11.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.1a&otype=ORS&incchild=1&microsite=1&gettags=1,C11.1a
C11.1b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.1b&otype=ORS&incchild=1&microsite=1&gettags=1,C11.1b
C11.1c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.1c&otype=ORS&incchild=1&microsite=1&gettags=1,C11.1c
C11.1d,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.1d&otype=ORS&incchild=1&microsite=1&gettags=1,C11.1d
C11.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.2&otype=ORS&incchild=1&microsite=1&gettags=1,C11.2
C11.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C11.2a
C11.3,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.3&otype=ORS&incchild=1&microsite=1&gettags=1,C11.3
C11.3a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C11.3a&otype=ORS&incchild=1&microsite=1&gettags=1,C11.3a
C12.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.1&otype=ORS&incchild=1&microsite=1&gettags=1,C12.1
C12.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.1a&otype=ORS&incchild=1&microsite=1&gettags=1,C12.1a
C12.1b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.1b&otype=ORS&incchild=1&microsite=1&gettags=1,C12.1b
C-FS12.1b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS12.1b&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS12.1b
C-FS12.1c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS12.1c&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS12.1c
C12.1d,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.1d&otype=ORS&incchild=1&microsite=1&gettags=1,C12.1d
C12.1e,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.1e&otype=ORS&incchild=1&microsite=1&gettags=1,C12.1e
C12.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.2&otype=ORS&incchild=1&microsite=1&gettags=1,C12.2
C12.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C12.2a
C-AC12.2/C-FB12.2/C-PF12.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC12.2/C-FB12.2/C-PF12.2&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC12.2_C-FB12.2_C-PF12.2
C-AC12.2a/C-FB12.2a/C-PF12.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC12.2a/C-FB12.2a/C-PF12.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC12.2a_C-FB12.2a_C-PF12.2a
C-AC12.2b/C-FB12.2b/C-PF12.2b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC12.2b/C-FB12.2b/C-PF12.2b&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC12.2b_C-FB12.2b_C-PF12.2b
C-AC12.2c/C-FB12.2c/C-PF12.2c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC12.2c/C-FB12.2c/C-PF12.2c&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC12.2c_C-FB12.2c_C-PF12.2c
C-FS12.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS12.2&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS12.2
C-FS12.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS12.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS12.2a
C12.3,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.3&otype=ORS&incchild=1&microsite=1&gettags=1,C12.3
C12.3a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.3a&otype=ORS&incchild=1&microsite=1&gettags=1,C12.3a
C12.3b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.3b&otype=ORS&incchild=1&microsite=1&gettags=1,C12.3b
C12.3c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.3c&otype=ORS&incchild=1&microsite=1&gettags=1,C12.3c
C12.4,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C12.4&otype=ORS&incchild=1&microsite=1&gettags=1,C12.4
C-FS12.5,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS12.5&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS12.5
C-AC13.1/ C-FB13.1/C-PF13.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC13.1/ C-FB13.1/C-PF13.1&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC13.1_ C-FB13.1_C-PF13.1
C-AC13.1a/ C-FB13.1a / C-PF13.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC13.1a/ C-FB13.1a / C-PF13.1a&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC13.1a_ C-FB13.1a _ C-PF13.1a
C-AC13.2/ C-FB13.2 / C-PF13.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC13.2/ C-FB13.2 / C-PF13.2&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC13.2_ C-FB13.2 _ C-PF13.2
C-AC13.2a/ C-FB13.2a / C-PF13.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-AC13.2a/ C-FB13.2a / C-PF13.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C-AC13.2a_ C-FB13.2a _ C-PF13.2a
C-FS14.0,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.0&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.0
C-FS14.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.1&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.1
C-FS14.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.1a&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.1a
C-FS14.1b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.1b&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.1b
C-FS14.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.2&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.2
C-FS14.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.2a&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.2a
C-FS14.2b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.2b&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.2b
C-FS14.2c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.2c&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.2c
C-FS14.2d,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.2d&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.2d
C-FS14.3,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.3&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.3
C-FS14.3a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FS14.3a&otype=ORS&incchild=1&microsite=1&gettags=1,C-FS14.3a
C15.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.1&otype=ORS&incchild=1&microsite=1&gettags=1,C15.1
C15.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.2&otype=ORS&incchild=1&microsite=1&gettags=1,C15.2
C15.3,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.3&otype=ORS&incchild=1&microsite=1&gettags=1,C15.3
C15.4,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.4&otype=ORS&incchild=1&microsite=1&gettags=1,C15.4
C15.5,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.5&otype=ORS&incchild=1&microsite=1&gettags=1,C15.5
C15.6,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C15.6&otype=ORS&incchild=1&microsite=1&gettags=1,C15.6
C-FI,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C-FI&otype=ORS&incchild=1&microsite=1&gettags=1,C-FI
C16.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=C16.1&otype=ORS&incchild=1&microsite=1&gettags=1,C16.1
SC0.0,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC0.0&otype=ORS&incchild=1&microsite=1&gettags=1,SC0.0
SC0.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC0.1&otype=ORS&incchild=1&microsite=1&gettags=1,SC0.1
SC1.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.1&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.1
SC1.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.2&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.2
SC1.3,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.3&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.3
SC1.4,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.4&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.4
SC1.4a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.4a&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.4a
SC1.4b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC1.4b&otype=ORS&incchild=1&microsite=1&gettags=1,SC1.4b
SC2.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC2.1&otype=ORS&incchild=1&microsite=1&gettags=1,SC2.1
SC2.2,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC2.2&otype=ORS&incchild=1&microsite=1&gettags=1,SC2.2
SC2.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC2.2a&otype=ORS&incchild=1&microsite=1&gettags=1,SC2.2a
SC4.1,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.1&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.1
SC4.1a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.1a&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.1a
SC4.2a,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.2a&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.2a
SC4.2b,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.2b&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.2b
SC4.2c,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.2c&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.2c
SC4.2d,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.2d&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.2d
SC4.2e,http://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=SC4.2e&otype=ORS&incchild=1&microsite=1&gettags=1,SC4.2e
FW-FS1.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS1.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS1.1
FW-FS1.1a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS1.1a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS1.1a
FW-FS1.1b,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS1.1b&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS1.1b
FW-FS1.1c,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS1.1c&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS1.1c
FW-FS1.2,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS1.2&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS1.2
FW-FS2.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.1
FW-FS2.1a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.1a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.1a
FW-FS2.2,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.2&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.2
FW-FS2.2a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.2a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.2a
FW-FS2.3,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.3&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.3
FW-FS2.3a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.3a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.3a
FW-FS2.4,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.4&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.4
FW-FS2.4a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS2.4a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS2.4a
FW-FS3.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.1
FW-FS3.2,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.2&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.2
FW-FS3.3,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.3&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.3
FW-FS3.3a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.3a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.3a
FW-FS3.4,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.4&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.4
FW-FS3.4a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.4a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.4a
FW-FS3.5,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS3.5&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS3.5
FW-FS4.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.1
FW-FS4.1a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.1a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.1a
FW-FS4.1b,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.1b&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.1b
FW-FS4.2,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.2&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.2
FW-FS4.3,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.3&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.3
FW-FS4.3a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.3a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.3a
FW-FS4.4,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.4&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.4
FW-FS4.4a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS4.4a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS4.4a
FW-FS5.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS5.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS5.1
FW-FS5.2,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS5.2&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS5.2
FW-FS5.2a,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS5.2a&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS5.2a
FW-FS5.2b,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS5.2b&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS5.2b
FW-FS6.1,https://guidance.cdp.net/en/guidance?ctype=ExternalRef&idtype=RecordExternalRef&cid=FW-FS6.1&otype=ORS&incchild=1&microsite=1&gettags=1,FW-FS6.1
